tweet_id,issue,text,author,label
1528,aca,Thx to @GreenfieldDR for covering yesterday's hearing on  #ACA in Greenfield.  Check out Maribeth Vaughn's story here ,republican,16
1959,isis,RT @SenateGOP: Obama:  ISIL is on defense.  CIA Director Brennan: ISIS is preparing for more attacks. #RealityCheck ,republican,7
1825,isis,RT @BGPolitics: US Sen Mjr Ldr McConnell pays tribute to American couple killed in Brussels terrorist attacks. ^JB,republican,17
279,lgbt,This #IDAHOT2016  we affirm the worth of LGBT people everywhere! #WeAreWithYou,democrat,17
1992,guns,Our thoughts and prayers are with the family of the Marine who was killed  as well as the Marines who sustained injuries.,republican,17
1351,immig,Obama granting amnesty to millions without Congress is a dangerous power grab. Joined in court brief against it. ,republican,12
1029,aca,Read the new @HouseCommerce report on Obamacare #RateShock  #BrokenPromises,republican,12
784,aca,RT @SenateMajLdr: .@SenatorReid ‘The Facts Are Undeniable’ on #Obamacare Premiums and  deductibles increasing by $1K in #Mississippi. ,republican,1
1345,immig, 124 Illegal Immigrants Released from Jail Later Charged in 138 Murder Cases  via @dcexaminer ,republican,6
1228,aca,RT @HouseAppropsGOP: .@RepHalRogers: S. and E. KY has seen many issues with #Obamacare from canceled plans  increased premiums  more bad de…,republican,13
1935,aca,Great to celebrate w/ #RI's @Coastal_Medical today for being named in the top 1% nationally for #healthcare quality! ,democrat,11
99,guns,RT @RepKarenBass: .@SpeakerRyan agreed w Americans that Congress should close the gun show loophole before he didnt #StopGunViolence ,democrat,7
50,aca,Today is a historic day for #ReproRights. I stand W/ #SCOTUS  in allowing women to make their own healthcare choices ,democrat,4
165,immig,RT @SenateDems: When GOP presidents took executive action on immigration  Democrats didnt threaten to shut down government agencies. ,democrat,12
1740,immig,Republicans proved that they can't lead the House and  made clear they have 1 priority: to deport migrant children ASAP ,democrat,12
304,lgbt,Just as w Seneca Falls and  Selma  we can honor the history of the #LGBT struggle w #NatlParkforStonewall and  preserve its place in our heritage,democrat,10
706,isis,The admission of Syrian refugees into the U.S. should be suspended. The safety of our people must come first. ,republican,7
503,guns,The pursuit of gun reform is personal for us and we won't stop–not until all Americans everywhere can live free from the threat of gun violence,democrat,9
397,isis,Please join me in praying for the families of those killed in the Brussels terrorist attacks  the injured  and the people of Belgium.,republican,17
1295,abort,We must #DefundPP in favor of the hundreds of other women's health centers. Graph below shows 274 in GA alone! ,republican,1
169,aca,RT @HouseDemocrats: .@HouseGOP will vote for 56th time to repeal/undermine health care for Americans today. Time for #PeopleOverPolitics! ,democrat,13
1421,immig,INHOFE: The Obama Administration is failing to protect American communities with its lackadaisical immigration policies.,republican,7
247,lgbt,A year ago today  @SCOTUS confirmed what we have always known: #LoveIsLove ,democrat,3
825,aca,#Obamacare rates are set to skyrocket  with the average premiums in MS hiking 24.7% for 2016: ,republican,1
1593,isis,Move will help stop ability of Boko Haram thugs to terrorize people of Nigeria and  help stop reprehensible attacks in future.,democrat,7
715,guns,#CharlestonShooting is a terrible tragedy. Strong community and leaders will guide the city through this. All impacted are in my thoughts.,republican,17
415,aca,Met with @CHHnews officials to talk about the future of healthcare for our region and  tour @EdwardsCCC @HoopsChildrens ,republican,16
314,guns,RT @repjohnlewis: My colleagues and  I have had enough. We are sitting-in on the House Floor until we get a vote to address gun violence. ,democrat,12
997,aca,10 000 diseases - only 500 cures. Time to modernize health care and  spur innovation. That’s why I support #Cures2015. ,republican,17
1150,abort,SCOTUS is right: trap laws are thinly veiled attempts to deny low-income and  rural women abortion access. #StopTheSham ,democrat,4
1736,isis,RT @FaceTheNation: SUNDAY: What's the U.S's next move? @RepAdamSmith  @RepPeteKing and  @SenJohnMcCain join us to discuss ISIS  the situation …,democrat,16
1437,isis,#TBT to Kuwait  1991: Our allies in the Middle East need strong U.S. resolve and leadership to maintain stability ,republican,14
1611,guns,We can take action to prevent gun violence while upholding traditions of responsible gun owners in NM and  across nation—#enough is enough.,democrat,10
689,isis,Reminder of the constant threat of terrorism our Israel allies face everyday. My prayers are with the families of all who were affected.,republican,7
1958,isis,RT @SenatorBurr: .@CNN: CIA director warns ISIS terror capability not slowed despite battle losses ,republican,7
1089,guns,Today we'll be working hard to move the GOP King bill forward  which would prohibit people on the no-fly list from purchasing firearms.,democrat,13
1042,isis,@dkuck15138 @JoeNBC @morningmika @ChrisMurphyCT Hell of a lot harder to build an operate a bomb than to buy and use a gun.,democrat,13
414,immig,I’m outraged that cities like San Francisco are refusing to follow federal immigration laws in declaring themselves “sanctuary cities.”,republican,14
798,guns,No president of the United States has the power to infringe on the rights granted by the #SecondAmendment: ,republican,5
1338,aca,On this 6th #ObamacareAnniversary its legacy is fewer choices  higher-costs  and  massive debts. ,republican,13
448,immig,Children and  other vulnerable people need counsel in #immigration hearings  I support them having a fair day in court ,democrat,4
473,aca,In a 6-3 decision #SCOTUS upheld ACA subsidies which guarantees 16 million+ people can keep their healthcare! #ACAWorks ,democrat,5
1101,isis,Twitter banned US intel agencies from using a service that can detect terror attacks early. Is this a good idea?,republican,12
1536,immig,Getting read to join @chucktodd on @msnbc @dailyrundown to talk about border supplemental and other news of the day.,republican,16
214,lgbt,State and  Foreign Operations Approps Subcommittee is holding a hearing on protecting religious freedom abroad. Watch: ,republican,3
1140,isis,We should freeze all foreign aid to Pakistan until we have assurances that the Pakistani Gov. is not in the business of harboring terrorists,republican,14
734,guns,People deserve to be safe at work  at school  at a mall  at a health care clinic  at a nightclub. #DisarmHate ,democrat,7
633,guns,Moving #FlagDay ceremony this morning at @VADublin where flag was lowered to honor the victims in Orlando. ,republican,17
1948,aca,Great news for millions of Americans: today the Supreme Court ruled in favor of protecting affordable #healthcare. #KingvBurwell #ACAworks,democrat,5
1002,aca,This week  the House is holding oversight hearings on #IRS and #Obamacare. Learn more here: ,republican,16
911,aca,RT @RepTomMarino: Significant premium hikes expected under #Obamacare via @AP ,republican,1
356,isis,We can close the terror gap while protecting everyone’s right to due process.  #Enough ,democrat,5
1032,guns, Badass . I will happily wear that label in the service of stopping gun slaughter. #NoMoreSilence  ,democrat,17
561,immig,In many ways this country was built by slaves and immigrants  something we should not forget in our  debate  about immigration.,democrat,10
360,guns,(7/7) Our proposal would stop foreign nationals who want to kill Americans from being able to buy guns. #Enough,democrat,7
840,guns,Today is World Blood Donor Day  an opportunity to #GiveBlood and help the Orlando community. #OrlandoUnited,democrat,3
1169,guns,Hoping Senate votes to #DisarmHate tonight. With 30000 Americans dying every year of gun violence  we cant afford to delay action any longer,democrat,3
468,aca,.@HouseGOP using heavily-edited video 2 attack a leading provider of healthcare 4 #women  #IStandWithPlannedParenthood,democrat,12
332,guns,No court has held that background checks violate 2nd Amendment. As a responsible gun owner I support universal background checks. #ENOUGH,democrat,5
498,guns,Tonight  the Senate turned its back on the overwhelming majority of Americans who support commons sense gun violence legislation #Enough,democrat,11
249,isis,RT @RepBobbyRush: .@SpeakerRyan failed Americans–he and  @HouseGOP left town w/o protecting them from suspected terrorists #NoBillNoBreak ,democrat,12
926,aca,RT @RepScottPerry:  Skyrocketing” health care premium increases of 5.5% gave us #Obamacare. Since enactment  premiums have risen 28%.,republican,13
1636,immig,My bill will help improve the health and  economies of border communities  strengthen national security. READ MORE→ ,democrat,13
1830,isis,RT @RichmondRnews: McConnell: U.S. leadership lacking in fight against terror  @McConnellPress ,republican,7
2006,immig,Common Sense Savings Act takes $$ away from low-income communities. Passing #ImmigrationReform is better way to balance the deficit #CIRvote,democrat,13
135,aca,Proud to be an original cosponsor of the EACH Woman Act  legislation to help ALL women access safe and affordable healthcare #4EACHofUs,democrat,4
1316,isis,READ MORE about my #NDAA amendment calling for a full declassification review of #GTMO detainees’ terrorist activity ,republican,13
1367,aca,#Obamacare never worked and  is making it harder to afford healthcare. #RepealObamacare #BrokenPromises2BetterCare ,republican,8
122,abort,The fact remains that African American women face many health disparities and need access to preventive care @PPFA does just that,democrat,4
1372,aca,#Obamacare = unworkable  unaffordable and more unpopular then ever. ,republican,12
1149,abort,RT @AllAboveAll: After #SCOTUS  we need Congress to do its part  pass EACH Woman Act #4EACHofUs and  Women’s Health Protection Act. #MyDecisio…,democrat,5
447,abort,Health is a right that belongs to everyone. Let’s make sexual and  reproductive rights a reality for all. #IWD2016,democrat,4
365,isis,Spoke on the Senate floor to urge my colleagues to support our bill to prevent terrorists from buying guns:  #Enough,democrat,7
422,abort,Wonderful to see so many committed pro-life West Virginians @WV4Life visiting Washington today. ,republican,3
1521,isis,Heartbroken for victims of Synagogue attack in #Israel. America must stand w/ our ally in fight against terror ,republican,17
1731,isis,ICYMI: Here's my interview on @ThisWeekABC with @GStephanopoulos on #ISIS and the threat they pose to the U.S. ,democrat,7
1287,aca,Thanks @RepLanceNJ7 for the opportunity to discuss the important work of the Budget Cmte and  #Obamacare repeal effort. ,republican,12
1327,isis,“Obama wants us to ‘chill out’ on terrorism fears” via @thehill ,republican,12
713,aca,WATCH: My reaction to today's #Obamacare ruling by #SCOTUS. ,republican,16
1377,aca,Cosponsored Senate passed PACE Act to help protect small business from healthcare premium increases. ,republican,1
344,immig,Our actions have to match our ideals. #Children in #immigration court need lawyers. #FairDayInCourt @LIRSorg @AILANational,democrat,4
1125,immig,Just signed on to legislation to block illegal immigrants from receiving billions in tax credits --would save U.S.taxpayers over $7 billion,republican,1
593,guns,RT @RepThompson: .@SpeakerRyan we can't leave until we vote on commonsense gun legislation Americans are calling for! #NoBillNoBreak ,democrat,11
642,aca,Today on #NationalDoctorsDay  I'd like to thank all the doctors and health care professionals that work tirelessly to keep Georgia healthy!,republican,17
1996,abort,I'm co-sponsoring legislation to defund Planned Parenthood: ,republican,12
387,isis,(2/2) Garland served his country following a devastating terrorist attack. He deserves consideration. #SCOTUS ,democrat,16
935,isis,Our hearts are with #Brussels. These violent and senseless acts of terrorism cannot stand.,republican,17
1467,isis,RT @SASCDems: Today at 930AM: #SASC Hearing on U.S. Strategy to counter ISIL w/ #SecDef Ash Carter and  Gen. Paul Selva. Watch live: ,democrat,16
1349,immig,Court’s deadlocked decision on executive amnesty means a lower court’s ruling against the plan stays in place. ,republican,5
1859,immig,The #SupremeCourt’s ruling means that the president’s executive action on immigration is null and void. ,republican,5
977,aca,.@CNBC:  Potentially crippling blow to Ocare  - Federal Appeals Court Panel Says Most #ObamaCare Subsidies Illegal ,republican,12
813,abort,Today  I voted to advance legislation that would protect the unborn  prohibiting late-term abortions:  #PainCapable,republican,3
748,aca,Twenty million and counting... #ACAWorks,democrat,13
1904,guns,Proud to stand with @ChrisMurphyCT yesterday to #filibuster and  demand sensible steps to prevent gun violence.  #Enough,democrat,12
513,lgbt,Glad to visit @heartlandhelps’ Town Hall Apartments today - Chicago's 1st LGBT-friendly affordable senior housing ,democrat,4
456,guns,I and all Americans grieve with Paris and Beirut tonight. You are in our thoughts and prayers.,democrat,17
22,guns,Will be joining @ChrisMurphyCT to help #holdthefloor #filibuster to call for an end to gun violence. Enough is #Enough,democrat,12
1044,guns,RT @WiltonDems: From @CTDems :Very proud to be watching Senator Murphy in the 7th hour today on ending gun violence.,democrat,12
1463,aca,New $3M #Obamacare grant for RI means @RIHCA_CHCs in Cranston  Pawtucket and  #PVD can better serve even more patients: ,democrat,2
817,aca,Last yr  @USGAO performed an undercover test on #Obamacare. 11 of 12 fake applications were approved for coverage: ,republican,13
2013,guns,@HouseGOP had 10th chance today to join Dems in closing the terrorist gun loophole #StopGunViolence,democrat,12
475,abort,With this ruling  #SCOTUS has upheld a critical freedom for women to make their own decisions about their bodies,democrat,5
662,abort,.@sendavidperdue and  I joined @RandPaul in continuing fight to investigate Planned Parenthood  call for federal audit. ,republican,12
1369,aca,RT @BudgetGOP: Get the latest on the #ObamacareRepeal #VoteARama at the GOP Budget Blog  ,republican,16
2021,aca,The U.S. Supreme Court has weighed in and ruled all qualified Americans may receive subsidies that make insurance... ,democrat,12
1872,aca,Republicans have put forward a plan containing more than 48 ideas to repeal and replace #Obamacare. #BetterWay ,republican,13
246,guns,RT @RepKClark: .@SpeakerRyan  we should be voting on gun violence prevention legislation to keep Americans safe. #NoBillNoBreak ,democrat,7
957,abort,Watch my interview w/ @FoxNews' @MarthaMaccallum this AM. We must hold Planned Parenthood accountable ,republican,3
1210,aca,RT @HouseAppropsGOP: .@RepHalRogers: The bill also repeals flawed provision of the President's health care law.,republican,13
1183,abort,RT @AllAboveAll: Thank you @RepBarbaraLee for your #ActsofBoldness and  efforts to lift abortion coverage restrictions! #LiftTheDCBan ,democrat,8
1097,guns,As I sit this morning in the US Capitol  I've got some questions you might ask of the US Congress. #SanBernadino,democrat,12
1242,isis,RT @CommerceLex: VIDEO: @RepHalRogers talks about #ISIS  the SOAR initiative  the budget process and more at CLX Policy Luncheon: ,republican,13
646,isis,Today  on the 35th anniv. of their release  we recognize the original victims of Iran's state-sponsored terrorism who were captured in 1979.,republican,17
1113,isis,The House went on record today condemning the administration’s release of five Taliban terrorists from Guantanamo Bay #LawsInPlace4Reason,republican,12
1741,lgbt,Great to see President Obama sign executive order today that prohibits government contractors from discriminating against #LGBT workers.,democrat,4
1285,aca,#Obamacare needs to be repealed  so we can put in place patient-centered solutions and  expand access to quality/affordable healthcare choices,republican,13
1553,guns,RT @SenateApprops: Today @SenatorBarb spoke in support of @ChrisMurphyCT and  @SenFeinstein amdts to keep guns out of wrong hands ,democrat,7
1631,aca,#Medicare and  #Medicaid have helped kids  seniors and  others get quality #healthcare for 50 yrs. Let's keep them strong 4 NM! #KeepingUSHealthy,democrat,8
1686,isis,We should continue to work with Iraqis to develop domestic force that's able and willing to take back territory from ISIL ,democrat,7
1006,aca,This morning the CBO released their report on #Obamacare – bad news #4jobs ,republican,13
940,isis,RT @PDShinkman: .@SenatorFischer asks key Q  whether Gen. MacFarland overseeing anti-#ISIS campaign can authorize raids himself.,republican,5
709,isis, This deal would provide a massive present day cash infusion to the Iranian terrorist machine  causing untold destruction. ,republican,1
1439,isis,RT @politico: WATCH LIVE: Hagel testifies on ISIL at House Armed Services hearing ,republican,16
1126,isis,Today  I introduced legislation requiring all foreign terrorists to be treated as enemy combatants NOT common criminals #MilitaryTribunal,republican,13
112,immig,#GOP #refugees bill HR4038 doesnt make America safer  instead it unnecessarily complicates policies that have already proven effective.,democrat,13
1205,aca,RT @HouseAppropsGOP: .@RepHalRogers to @DeptVetAffairs: Our veterans deserve and  have been guaranteed access to quality health care and  assista…,republican,8
452,guns,.@POTUS acted to #StopGunViolence  #NowIsTheTime for Congress to step up and  pass sensible laws to reduce #gunviolence ,democrat,12
1057,lgbt,Turn on @cspan @GOP holding vote open forever to reverse a vote that would prohibit discrimination against #LGBT. Shameless,democrat,4
1129,immig,The #SCOTUS is about to rule on Arizona's immigration law... Do you support or oppose AZ's law?,republican,13
1799,guns,We must translate our despair into action. #OrlandoUnited ,democrat,17
386,immig,(1/2) I support President Obama's executive actions to suspend certain deportations. We must keep families together. #FightForFamilies,democrat,9
1158,guns,RT @RepEsty: We're still here. #holdthefloor #DisarmHate #NoMoreSilence ,democrat,12
13,guns,During the #filibuster to save lives  #Seattle honored the lives of the Orlando shooting victims #StandWithOrlando ,democrat,12
768,isis,The best option to stop Iran from building a nuclear bomb and avoiding another war in the Middle East is this deal. ,democrat,13
1545,aca,.@arneduncan has the dept.of ed looked at the impact #ACA has on cash strapped schools? I hope to get an answer during @EdWorkforce hearing,republican,1
1649,isis,We need a holistic national security strategy that keeps Americans safe and works to defeat terrorist organizations. ,democrat,7
1209,abort,Rogers Votes to Dismantle Obamacare and  Defund Planned Parenthood ,republican,12
394,isis,(1/3) My thoughts are with the victims and the people of Belgium following the horrific terrorist attacks in Brussels.,democrat,17
1261,aca,@HouseGOP's #Obamacare lawsuit proves a momentous victory for rule of law and  against Obama's constitutional overreach ,republican,5
923,isis,The President’s ‘plan’ to defeat ISIS arrived a month late and  with key pieces missing: this is a big disappointment. ,republican,13
1314,isis,RT @SenateGOP:  We live in a dangerous world ... [terrorist attacks] across the world make this all too clear.  – @SenTomCotton ,republican,7
1973,guns,My thoughts and prayers are with the Marines involved in the helicopter collision off Oahu. #USMC  ,republican,17
377,guns,Joined @MSNBC to discuss the terrorist attack in Orlando and what we can do to prevent a similar attack. Watch here: ,democrat,7
1764,isis,RT @RepBobbyRush: .@SpeakerRyan failed Americans–he and  @HouseGOP left town w/o protecting them from suspected terrorists #NoBillNoBreak ,democrat,12
82,lgbt,Powerful @washingtonpost oped on #NCHB2 ,democrat,16
1341,guns,My thoughts and prayers are with the victims of today's terrorist attacks and with the Belgian people. ,republican,17
1321,isis,Praying for Israel's fallen soldiers and victims of terrorism and their families on this #IsraelMemorialDay,republican,17
1058,immig,Clear eyed conservative @MJGerson  I say tomato. You say Mexican immigrants are rapists. What’s the big difference?” ,democrat,10
1346,immig,I am speaking on the Senate floor shortly about immigration and refugees. WATCH LIVE HERE: ,republican,16
100,guns,73% support @POTUS actions on gun dealer licensing and  background checks on gun sales -- including online and  at gun shows. #StopGunViolence,democrat,11
1955,isis,Congress needs to work together to address the threat posed by radical Islamic terrorists:  ,republican,3
1335,isis,Joining Dave Elswick on 96.5 FM at 4:05 PM CST to discuss the attacks in Brussels  Clean Line and  Criminal Justice Reform. Tune in!,republican,16
1115,isis,.@DeptofDefense why are the five #Taliban terrorists released from Gitmo no longer considered a high-risk threat? ,republican,7
1689,immig,RT @weareoneamerica: .@SeaTimesOpinion: Reform US #immigration #detention system and  end unnecessary detentions.  @RepA…,democrat,13
1676,guns,RT @IandRAffairs: Saddened to hear of the shooting death of IDIC executive director and  #Seattle Chinatown neighborhood hero Donnie Chin. htt…,democrat,17
1588,abort,Today I’ll vote to support legislation protecting women’s health following dangerous Supreme Court decision. #NotMyBossBusiness,democrat,12
1646,immig,We need 2 focus limited resources on securing our border and  I’m appalled Congressional R’s are targeting #DREAMers 2 prove a political point.,democrat,12
283,lgbt,Our delegation to Mexico kicked off the day discussing labor  LGBT  and  human rights with civil society members. ,democrat,4
1476,lgbt,Today we stand united against bullying and  show our support for #LGBT youth. #SpiritDay @GLAAD ,democrat,4
463,abort,RT @louiseslaughter: #NEWPOLL: 7/10 Americans don't want another #GOPShutdown over Planned Parenthood funding.  ,democrat,11
1576,immig,President’s budget proposes bold investments in physical and  human infrastructure  while continuing to protect national and  homeland security.,democrat,7
832,lgbt,Proud to sign resolution marking 6/26 as #LGBTEquality Day  important date commemorating progress made. #LoveIsLove ,democrat,10
1159,guns,.@SenWarren is in the House for #NoBillNoBreak sit-in!We wont stand by while families are torn apart by gun violence ,democrat,9
592,guns,FACT: 91% of suspected terrorists on the terror watch list were allowed to buy guns in 2015.  #NoBillNoBreak,democrat,11
675,aca,Isakson Calls #Obamacare a 'Square Peg' for a 'Round Hole that Doesn't Exist' ,republican,16
1494,abort,In a sensible 6-3 decision  #SCOTUS ruled today in favor of pregnant-worker rights. Via @usatoday: ,democrat,5
632,isis,Wherever radical Islamic terrorism is  I want to root it out and I want to destroy it. ,republican,3
221,immig,.@WSJ  Americans Don’t Want Obama Leading on Policy.  Only 39% support legal status for undocumented immigrants. ,republican,11
1802,guns,RT @SenateGOP: .@SenateDems voted down two amendments that would keep guns and explosives out of the hands of terrorists. ,republican,12
1319,aca,My statement on the SCOTUS Obamacare Contraception Mandate Case: ,republican,16
1220,isis,RT @HouseAppropsGOP: .@RepHalRogers: Bill prioritized preparedness for bioterror attacks and pandemic diseases  expands efforts to combat p…,republican,13
1010,aca,RT @KTVZ: Oregon Rep. Greg Walden backs ACA employer exemption for fire  EMT volunteers #KTVZ ,republican,13
341,immig,RT @MetroEastAlive: RBender: Durbin  Leahy lead call for halt to immigration raids targeting Central American women  children:   ... ,democrat,16
1666,immig,RT @CAPAC: #CAPAC on One-Year Anniversary of POTUS #ImmigrationAction -  @RepJerryNadler @RepAdamSmith,democrat,12
1018,aca,Greetings from Burns! At 2:15 pm  I'll call into the @LarsLarsonShow to talk health care and forestry. Hope you can tune in.,republican,16
936,isis,In 2006  Jake was deployed to Iraq as a Lieutenant with the 2nd Battalion 3/12,republican,17
1061,abort,What a turnout at @PPact Planned Parenthood of SNE! This org saves lives and educates women. ,democrat,9
1059,isis,RT @ChrisMurphyCT: Gen. Petraeus is right: Anti-Muslim bigotry aids Islamist terrorists: ,democrat,3
1410,isis,2009: Inhofe: leaving Iraq would endanger Middle East. Now: Gen Odierno says ISIS could’ve been avoided if we stayed ,republican,13
238,aca,#TaxDay is gone but don't forget what's coming next year: @IRS enforces #Obamacare mandate and  collects penalties: ,republican,1
141,aca,As someone who grew up w/ out health insurance  I know #ACA is enhancing the quality of life for millions of Americans,democrat,9
1050,isis,@peteb1974 Silence? Why don't you ask UBL or Mansoor? Or dozens of other ISIS  al qaeda and  Shabab leaders? Oh wait  u can't. They're dead.,democrat,7
1729,isis,At 12pmPT  I'll be leading debate on House floor on whether to authorize President to train and  equip #Syria opposition groups to fight #ISIS,democrat,7
1928,aca,ICYMI: Here's Part 1 of my @RINPR interview on topics ranging from #ISIS to the #economy  #healthcare and  more ,democrat,16
1262,aca,Federal judge rules in favor of @HouseGOP's #Obamacare lawsuit. Huge victory against #Obama's overreach. @TheHill   ,republican,13
1531,aca,RT @MaggieSeverns: .@RepLukeMesser notes his mom is at the @EdWorkforce field hearing on ACA and education in Indiana this morning,republican,16
486,guns,The @HouseDemocrats sit-in continues. Tweet your support and demand @SpeakerRyan allow a vote on gun reform #NoBillNoBreak,democrat,12
1621,aca,Over 230K in NM now have insurance thx to reform. I'm fighting efforts to take away #healthcare from New Mexicans. Let's focus on solutions.,democrat,8
1886,aca,#Obamacare is fundamentally flawed. That’s why we have to repeal the law—and take a new approach.  #BetterWay,republican,12
859,isis,National security will always be my top concern  but we cannot abandon our American values and  shut our doors to refugees feeling persecution,democrat,10
1865,immig,RT @CNNnewsroom: .@SpeakerRyan on #SCOTUS immigration ruling: It's a win for Congress and  for fight to restore separation of powers. ,republican,5
1510,abort,No one should profit from the termination of life.  It's time to #investigatePP and ensure Planned Parenthood is stopped in its tracks.,republican,1
611,guns,Once again  @HouseGOP voted to allow those on @FBI terror watch list to walk into any gun store and purchase weapons ,democrat,13
1905,guns,Thank you  Chris. Proud @SenateDems stood together to demand sensible gun control action. Now let's get the job done ,democrat,12
1852,aca,#Obamacare focused on quantity  bc it put bureaucracy 1st. A #BetterWay focuses on quality  bc we put patients first,republican,9
1748,abort,Disappointed in the #SCOTUS #HobbyLobby decision today. Healthcare decisions should be left to women and their doctors  not their employers.,democrat,4
2026,immig,Proud to join 180 other colleagues to file an amicus brief in support of President Obama's #ImmigrationAction-- ,democrat,12
1245,immig,RT @HouseAppropsGOP: .@RepHalRogers: Funding focuses on three areas - border security  humanitarian assistance  and prevention of illegal i…,republican,1
1981,isis, To safeguard our own national security  we must step up the military fight against ISIS as soon as possible...  ,republican,7
2016,aca,Due to high demand  the deadline to #GetCovered with health insurance starting January 1st has been extended... ,democrat,15
919,isis, ...to truly defeat and destroy ISIS  we need a comprehensive plan to combat these terrorists.   -@RepEdRoyce via ,republican,12
1725,lgbt,My staff celebrated #SpiritDay by wearing purple to stand in support of #LGBT youth and  to take a stand against bullying ,democrat,9
749,abort,This outrageous law has already forced more than half the clinics in Texas to close. We must #StopTheSham ,democrat,5
54,guns,This week we sat-in for much needed for gun violence prevention legislation. Today  we honor those who sat-in for our right to vote #VRA,democrat,7
268,guns,RT @RepCorrineBrown: We are #OrlandoStrong in the face of this act of hate and terror. As we mourn  we must turn our grief into action.,democrat,17
1479,guns,It's time for action to #StopGunViolence and  keep our schools and  communities safe. Discussing common sense ideas in PVD: ,democrat,9
1329,isis,My statement on POTUS' decision to transfer nine terrorists from #GITMO to Saudi Arabia ,republican,16
1824,isis,RT @phillipmbailey:  Attacks like these remind Americans everywhere that we must defeat ISIL and other terrorist groups   @SenateMajLdr sai…,republican,7
1695,immig,RT @DetentionWatch: DWN welcomes @RepAdamSmith's leadership in addressing many of the injustices endemic to US immigration detention  ,democrat,4
785,aca,#Obamacare continues to hurt Mississippi families w/ fewer health-care options and  higher premiums. @MSyallpolitics | ,republican,8
1964,isis,My condolences to the Pinczowski family. Innocent lives were taken as a result of cowardly terrorist attacks. ,republican,3
1926,guns,RT @WhiteHouse: For every family who has had a loved one taken by a bullet from a gun  it's time to act to #StopGunViolence. ,democrat,9
1172,guns,Gun violence is senseless and  tragic–but it’s not inevitable. By not voting on common sense gun reform  @HouseGOP perpetuates these atrocities,democrat,12
385,immig,(2/2) The president's actions are especially important for California—1.5 million immigrants would be eligible for relief. #FightForFamilies,democrat,9
1401,isis,.@jiminhofe’s statement on terrorist attacks in Belgium ,republican,16
1876,aca,RT @SteveScalise: A #BetterWay for you to get health care:  Republican alternative promises patient power   via @WashTimes ,republican,12
1860,aca,This week  we rolled out our plan to fix health care for every American. Thanks for having us  @AEI. #BetterWay ,republican,13
1883,aca,Our plan makes a lot of real  commonsense reforms. It's a #BetterWay toward quality  affordable health care. ,republican,12
1012,aca,Had a great telephone town hall meeting with Oregonians  with questions on health care  spending  forestry  and more ,republican,16
676,isis,Tune in live at 8:30AM to @talk921valdosta. I look forward to my chat w/Scott James about #ISIL  #IranTalks and @MoodyAFB.,republican,16
443,guns,As we investigate the facts  treat the wounded  and  console the victims and  their families  we must also take action to strengthen our gun laws.,democrat,7
1139,isis,Offering an amendment in the House today REQUIRING terrorists to be prosecuted in a military tribunal...not civilian court,republican,13
1008,aca,Alerting you to #Obamacare security breaches should be mandatory  not left to Sec. @Sebelius and  Pres. @BarackObama ,republican,7
2028,aca,March 23rd marks the 5th Anniversary of the Affordable Care Act and we are seeing great progress being made in... ,democrat,15
1130,aca,Simply put  the President's health care law is the WRONG prescription for America!  #SCOTUS ,republican,12
1035,guns,Happy to see the vast majority of @HouseDemocrats and @ChrisMurphyCT here too to demand a vote on gun safety bills. #NOMORESILENCE,democrat,12
67,guns,Today we honor the lives of the Emanuel Nine. Let their unnecessary sacrifice be another reminder of the need for meaningful gun reform.,democrat,13
163,isis,RT @StateDept: President Obama: Resolution submitted does not call for deployment of US ground combat forces to #Iraq or #Syria. ,democrat,15
839,guns,VIDEO: I spoke about the devastating terrorist attack and  hate crime against #LGBT community in #Orlando. Watch here: ,democrat,4
901,aca,Another Obamacare co-op is shutting down  leaving 20 000+ to find new health care plans. ,republican,8
1998,isis,The lasting legacy of the #IranDeal will be the birth of a nuclear arms race  plunging the Middle East into further chaos.,republican,13
1146,isis,Alleged terrorists should be tried in military tribunals  not civilian courts.    Let me know what you think!,republican,6
991,aca,RT @RomaV_KOBI: ROUNDTABLE: Sat down w/ @repgregwalden who held a meeting 2night 2 discuss his bill on mental health care. More @11 ,republican,16
1777,guns,.@HouseDemocrats staging sit-in 2 demand vote 2 close #NoFlyNoBuy and  gun show loopholes #NoBillNoBreak #WheresTheBill ,democrat,12
1212,abort,Rogers Defends Unborn Babies; Votes to Defund Planned Parenthood ,republican,12
330,guns,Sen. Leahy speaking NOW on Senate Floor  part of Dem filibuster to force debate and  vote on gun violence  after the #Orlando massacre. #ENOUGH,democrat,12
162,immig,POTUS #ImmigrationAction is lawful and  will keep families together  communities safe and  our economy stable #DACA #DAPA ,democrat,9
1767,guns,We've lost 1000s due to gun violence. Yet no action from @HouseGOP. Instead they are choosing to leave town. #NoBillNoBreak,democrat,12
301,guns,RT @ywpvt:  In my 15 years  there have been at least 49 mass shootings in the #USA.  #VT #youth re: #Orlando. @SenatorLeahy ,democrat,17
299,abort,#RBG: it's “beyond rational belief” that #Texas law “could genuinely protect the health of women” #StopTheSham #MyDecision #SCOTUS,democrat,4
1487,lgbt,Today  the U.S. Supreme Court said 'I do' to marriage equality in the United States. #marriageequality #SCOTUS ,democrat,5
105,guns,3 years ago today  20 precious children and  6 brave adults died in a tragic act of gun violence. We must never forget. ,democrat,3
